,Image Label,Class
1679,125_2022_9.tif,no_crop
1680,104_2022_6.tif,no_crop
1681,531_2022_9.tif,no_crop
1682,382_2022_9.tif,lush
1683,116_2022_7.tif,lush
1684,262_2022_7.tif,no_crop
1685,149_2023_1.tif,no_crop
1686,252_2022_4.tif,no_crop
1687,537_2023_1.tif,no_crop
1688,71_2022_5.tif,no_crop
1689,462_2023_0.tif,no_crop
1690,119_2022_9.tif,no_crop
1691,116_2023_1.tif,no_crop
1692,283_2023_0.tif,no_crop
1693,149_2022_5.tif,no_crop
1694,538_2022_11.tif,no_crop
1695,272_2022_6.tif,no_crop
1696,387_2022_9.tif,growing
1697,214_2022_10.tif,no_crop
1698,499_2022_4.tif,no_crop
1699,493_2022_5.tif,no_crop
1700,534_2023_2.tif,no_crop
1701,345_2022_11.tif,no_crop
1702,439_2022_8.tif,lush
1703,7_2022_4.tif,no_crop
1704,76_2022_6.tif,no_crop
1705,495_2022_10.tif,no_crop
1706,142_2023_1.tif,no_crop
1707,242_2022_6.tif,no_crop
1708,389_2023_1.tif,no_crop
1709,11_2023_3.tif,no_crop
1710,519_2022_5.tif,no_crop
1711,512_2022_6.tif,no_crop
1712,421_2022_8.tif,lush
1713,412_2023_2.tif,no_crop
1714,53_2022_9.tif,no_crop
1715,424_2022_10.tif,growing
1716,415_2022_5.tif,no_crop
1717,112_2022_7.tif,no_crop
1718,279_2023_1.tif,no_crop
1719,293_2023_1.tif,no_crop
1720,250_2022_4.tif,no_crop
1721,33_2022_10.tif,no_crop
1722,453_2022_9.tif,lush
1723,259_2023_2.tif,no_crop
1724,214_2023_0.tif,no_crop
1725,55_2022_6.tif,no_crop
1726,121_2022_9.tif,growing
1727,195_2022_8.tif,no_crop
1728,340_2023_3.tif,no_crop
1729,39_2023_0.tif,no_crop
1730,412_2022_4.tif,no_crop
1731,552_2022_4.tif,no_crop
1732,419_2023_0.tif,no_crop
1733,337_2022_6.tif,no_crop
1734,442_2022_8.tif,growing
1735,64_2022_6.tif,no_crop
1736,200_2022_7.tif,lush
1737,215_2022_7.tif,lush
1738,269_2022_11.tif,no_crop
1739,358_2023_0.tif,no_crop
1740,381_2022_4.tif,no_crop
1741,532_2022_5.tif,no_crop
1742,499_2023_1.tif,no_crop
1743,69_2023_0.tif,no_crop
1744,392_2023_3.tif,no_crop
1745,174_2023_1.tif,no_crop
1746,261_2022_10.tif,growing
1747,372_2022_10.tif,lush
1748,71_2022_7.tif,lush
1749,417_2023_1.tif,no_crop
1750,30_2023_2.tif,no_crop
1751,78_2022_7.tif,growing
1752,222_2022_11.tif,no_crop
1753,419_2022_9.tif,lush
1754,13_2022_5.tif,no_crop
1755,90_2022_5.tif,no_crop
1756,436_2022_10.tif,growing
1757,22_2022_11.tif,no_crop
1758,567_2023_1.tif,no_crop
1759,265_2022_5.tif,no_crop
1760,214_2023_1.tif,no_crop
1761,245_2022_10.tif,no_crop
1762,81_2022_11.tif,no_crop
1763,352_2023_0.tif,no_crop
1764,262_2023_3.tif,no_crop
1765,70_2022_4.tif,no_crop
1766,19_2022_10.tif,no_crop
1767,505_2022_6.tif,no_crop
1768,453_2022_10.tif,growing
1769,444_2022_4.tif,no_crop
1770,165_2022_7.tif,growing
1771,140_2022_11.tif,no_crop
1772,239_2023_0.tif,no_crop
1773,59_2023_2.tif,no_crop
1774,566_2023_2.tif,no_crop
1775,254_2023_3.tif,no_crop
1776,365_2022_11.tif,no_crop
1777,423_2023_0.tif,no_crop
1778,165_2023_2.tif,no_crop
1779,557_2023_1.tif,no_crop
1780,73_2023_3.tif,no_crop
1781,503_2022_9.tif,growing
1782,524_2022_6.tif,no_crop
1783,12_2023_3.tif,no_crop
1784,128_2022_8.tif,lush
1785,544_2023_2.tif,no_crop
1786,254_2022_6.tif,no_crop
1787,220_2022_9.tif,growing
1788,429_2023_0.tif,no_crop
1789,438_2023_0.tif,no_crop
1790,52_2022_5.tif,no_crop
1791,473_2022_4.tif,no_crop
1792,455_2022_8.tif,no_crop
1793,236_2022_8.tif,lush
1794,441_2022_11.tif,no_crop
1795,119_2022_10.tif,no_crop
1796,257_2022_5.tif,no_crop
1797,20_2022_8.tif,lush
1798,280_2022_7.tif,no_crop
1799,76_2023_2.tif,no_crop
1800,327_2023_2.tif,no_crop
1801,93_2022_6.tif,no_crop
1802,336_2022_9.tif,growing
1803,47_2023_1.tif,no_crop
1804,283_2022_7.tif,lush
1805,62_2022_5.tif,no_crop
1806,163_2023_3.tif,no_crop
1807,340_2022_5.tif,no_crop
1808,156_2022_4.tif,no_crop
1809,281_2022_7.tif,no_crop
1810,83_2023_1.tif,no_crop
1811,109_2023_0.tif,lush
1812,558_2022_9.tif,growing
1813,518_2022_10.tif,growing
1814,496_2022_11.tif,growing
1815,453_2022_5.tif,no_crop
1816,525_2022_10.tif,growing
1817,82_2023_0.tif,lush
1818,492_2022_7.tif,growing
1819,450_2022_7.tif,growing
1820,54_2023_3.tif,no_crop
1821,21_2022_5.tif,no_crop
1822,459_2022_6.tif,no_crop
1823,177_2023_3.tif,no_crop
1824,204_2022_5.tif,no_crop
1825,383_2023_3.tif,no_crop
1826,528_2023_2.tif,no_crop
1827,74_2023_2.tif,growing
1828,248_2022_5.tif,no_crop
1829,391_2022_7.tif,growing
1830,483_2022_6.tif,no_crop
1831,465_2023_1.tif,no_crop
1832,152_2022_4.tif,no_crop
1833,393_2023_0.tif,no_crop
1834,117_2022_6.tif,no_crop
1835,253_2022_5.tif,no_crop
1836,291_2022_11.tif,no_crop
1837,206_2023_3.tif,no_crop
1838,523_2022_4.tif,no_crop
1839,390_2023_1.tif,no_crop
1840,138_2022_8.tif,growing
1841,545_2023_1.tif,no_crop
1842,341_2023_3.tif,growing
1843,32_2023_3.tif,no_crop
1844,65_2022_9.tif,growing
1845,81_2022_10.tif,no_crop
1846,538_2022_10.tif,no_crop
1847,153_2022_5.tif,no_crop
1848,567_2022_11.tif,no_crop
1849,465_2023_2.tif,no_crop
1850,191_2022_9.tif,growing
1851,354_2023_3.tif,no_crop
1852,434_2022_10.tif,no_crop
1853,464_2022_9.tif,lush
1854,50_2022_11.tif,no_crop
1855,415_2023_2.tif,no_crop
1856,1_2023_1.tif,no_crop
1857,229_2023_2.tif,no_crop
1858,30_2023_1.tif,no_crop
1859,531_2022_4.tif,no_crop
1860,116_2022_5.tif,no_crop
1861,296_2022_6.tif,no_crop
1862,202_2023_0.tif,growing
1863,484_2022_11.tif,no_crop
1864,541_2023_2.tif,no_crop
1865,67_2023_3.tif,no_crop
1866,61_2022_7.tif,growing
1867,275_2022_9.tif,lush
1868,407_2023_3.tif,no_crop
1869,79_2022_8.tif,lush
1870,479_2022_11.tif,no_crop
1871,206_2023_0.tif,no_crop
1872,91_2023_2.tif,no_crop
1873,275_2022_7.tif,no_crop
1874,297_2023_1.tif,no_crop
1875,321_2022_5.tif,no_crop
1876,62_2023_1.tif,no_crop
1877,561_2022_7.tif,growing
1878,102_2022_4.tif,no_crop
1879,313_2022_5.tif,no_crop
1880,74_2023_3.tif,no_crop
1881,554_2022_9.tif,lush
1882,65_2022_8.tif,growing
1883,236_2022_11.tif,no_crop
1884,51_2023_0.tif,growing
1885,365_2023_0.tif,no_crop
1886,364_2022_6.tif,no_crop
1887,551_2023_0.tif,no_crop
1888,172_2022_8.tif,growing
1889,115_2022_11.tif,no_crop
1890,254_2023_2.tif,no_crop
1891,142_2022_6.tif,no_crop
1892,248_2022_6.tif,no_crop
1893,59_2023_3.tif,no_crop
1894,542_2022_4.tif,no_crop
1895,449_2022_9.tif,no_crop
1896,305_2023_2.tif,no_crop
1897,120_2023_1.tif,no_crop
1898,156_2022_9.tif,no_crop
1899,5_2023_2.tif,no_crop
1900,398_2022_7.tif,growing
1901,495_2022_11.tif,no_crop
1902,204_2023_3.tif,no_crop
1903,566_2022_5.tif,no_crop
1904,344_2022_4.tif,no_crop
1905,267_2022_5.tif,no_crop
1906,427_2022_10.tif,no_crop
1907,218_2022_10.tif,no_crop
1908,118_2022_4.tif,no_crop
1909,7_2022_10.tif,no_crop
1910,252_2022_7.tif,no_crop
1911,271_2022_9.tif,growing
1912,370_2023_3.tif,no_crop
1913,164_2022_10.tif,growing
1914,219_2023_0.tif,no_crop
1915,140_2023_2.tif,no_crop
1916,225_2022_4.tif,no_crop
1917,493_2023_1.tif,no_crop
1918,384_2022_10.tif,no_crop
1919,9_2023_3.tif,no_crop
1920,207_2023_2.tif,no_crop
1921,205_2022_6.tif,no_crop
1922,1_2022_5.tif,no_crop
1923,565_2022_7.tif,no_crop
1924,531_2022_5.tif,no_crop
1925,88_2022_7.tif,no_crop
1926,102_2022_6.tif,no_crop
1927,215_2022_6.tif,no_crop
1928,62_2022_6.tif,no_crop
1929,505_2023_3.tif,no_crop
1930,465_2023_0.tif,no_crop
1931,319_2023_2.tif,no_crop
1932,135_2022_8.tif,lush
1933,398_2022_9.tif,lush
1934,345_2022_4.tif,no_crop
1935,495_2022_6.tif,no_crop
1936,6_2022_10.tif,no_crop
1937,177_2022_9.tif,lush
1938,206_2022_8.tif,growing
1939,153_2023_1.tif,no_crop
1940,230_2022_11.tif,no_crop
1941,347_2022_8.tif,growing
1942,249_2022_8.tif,lush
1943,540_2023_0.tif,lush
1944,46_2022_6.tif,no_crop
1945,381_2023_3.tif,no_crop
1946,68_2023_2.tif,no_crop
1947,555_2023_0.tif,growing
1948,567_2022_7.tif,no_crop
1949,249_2023_1.tif,no_crop
1950,487_2022_4.tif,no_crop
1951,534_2023_0.tif,no_crop
1952,169_2023_3.tif,no_crop
1953,40_2023_2.tif,no_crop
1954,26_2023_2.tif,no_crop
1955,57_2022_5.tif,no_crop
1956,446_2023_3.tif,growing
1957,495_2023_0.tif,growing
1958,100_2023_0.tif,no_crop
1959,444_2022_6.tif,no_crop
1960,543_2022_4.tif,no_crop
1961,326_2022_5.tif,no_crop
1962,55_2022_10.tif,lush
1963,153_2022_4.tif,no_crop
1964,519_2022_11.tif,no_crop
1965,551_2022_4.tif,no_crop
1966,111_2022_4.tif,no_crop
1967,393_2022_6.tif,no_crop
1968,494_2022_8.tif,lush
1969,346_2022_10.tif,growing
1970,76_2022_10.tif,no_crop
1971,241_2022_8.tif,lush
1972,219_2022_4.tif,no_crop
1973,285_2022_6.tif,no_crop
1974,373_2022_8.tif,lush
1975,360_2022_10.tif,growing
1976,99_2022_10.tif,no_crop
1977,339_2022_5.tif,no_crop
1978,197_2023_2.tif,no_crop
1979,501_2023_0.tif,no_crop
1980,323_2022_8.tif,lush
1981,391_2022_5.tif,no_crop
1982,370_2022_11.tif,no_crop
1983,49_2023_2.tif,no_crop
1984,378_2023_1.tif,no_crop
1985,345_2022_8.tif,growing
1986,462_2023_3.tif,no_crop
1987,78_2022_11.tif,no_crop
1988,289_2022_11.tif,no_crop
1989,268_2022_10.tif,no_crop
1990,163_2022_10.tif,no_crop
1991,68_2022_9.tif,growing
1992,118_2022_11.tif,no_crop
1993,511_2022_8.tif,lush
1994,315_2022_10.tif,no_crop
1995,240_2022_7.tif,growing
1996,212_2023_0.tif,growing
1997,147_2023_2.tif,no_crop
1998,354_2022_4.tif,no_crop
1999,242_2022_7.tif,lush
2000,304_2023_2.tif,no_crop
2001,189_2022_5.tif,no_crop
2002,249_2022_10.tif,no_crop
2003,523_2022_11.tif,no_crop
2004,315_2022_9.tif,no_crop
2005,406_2022_10.tif,lush
2006,147_2022_9.tif,growing
2007,58_2022_11.tif,no_crop
2008,99_2023_0.tif,no_crop
2009,529_2022_9.tif,no_crop
2010,13_2022_9.tif,lush
2011,439_2022_5.tif,no_crop
2012,407_2022_8.tif,growing
2013,168_2022_11.tif,no_crop
2014,528_2022_11.tif,no_crop
2015,161_2022_9.tif,no_crop
2016,171_2022_8.tif,no_crop
2017,542_2022_10.tif,no_crop
2018,357_2022_4.tif,no_crop
2019,216_2022_9.tif,lush
2020,507_2023_0.tif,no_crop
2021,91_2022_5.tif,no_crop
2022,41_2022_9.tif,no_crop
2023,495_2022_7.tif,growing
2024,437_2023_1.tif,no_crop
2025,177_2022_5.tif,no_crop
2026,70_2022_8.tif,no_crop
2027,15_2022_5.tif,no_crop
2028,42_2022_5.tif,no_crop
2029,533_2022_7.tif,growing
2030,46_2023_0.tif,lush
2031,505_2022_7.tif,no_crop
2032,362_2022_5.tif,no_crop
2033,455_2022_11.tif,no_crop
2034,220_2023_1.tif,no_crop
2035,213_2022_5.tif,no_crop
2036,460_2022_6.tif,no_crop
2037,479_2023_1.tif,no_crop
2038,101_2023_2.tif,no_crop
2039,540_2022_8.tif,lush
2040,265_2023_2.tif,no_crop
2041,452_2023_0.tif,no_crop
2042,1_2023_3.tif,no_crop
2043,37_2023_0.tif,growing
2044,426_2022_5.tif,no_crop
2045,161_2022_11.tif,no_crop
2046,335_2022_6.tif,no_crop
2047,143_2023_3.tif,no_crop
2048,84_2022_5.tif,no_crop
2049,461_2022_9.tif,growing
2050,525_2022_9.tif,growing
2051,446_2022_11.tif,growing
2052,294_2022_4.tif,no_crop
2053,414_2022_9.tif,no_crop
2054,247_2023_0.tif,no_crop
2055,31_2022_5.tif,no_crop
2056,103_2023_1.tif,no_crop
2057,182_2022_4.tif,no_crop
2058,254_2022_8.tif,no_crop
2059,393_2022_4.tif,no_crop
2060,492_2023_0.tif,growing
2061,339_2022_6.tif,no_crop
2062,265_2023_0.tif,no_crop
2063,259_2022_5.tif,no_crop
2064,361_2022_11.tif,no_crop
2065,428_2023_1.tif,no_crop
2066,556_2023_1.tif,no_crop
2067,262_2023_2.tif,no_crop
2068,354_2022_8.tif,growing
2069,46_2022_10.tif,no_crop
2070,124_2023_3.tif,no_crop
2071,179_2023_3.tif,no_crop
2072,308_2022_6.tif,no_crop
2073,19_2023_1.tif,no_crop
2074,547_2023_2.tif,no_crop
2075,455_2022_4.tif,no_crop
2076,565_2022_9.tif,growing
2077,127_2023_0.tif,no_crop
2078,303_2022_11.tif,no_crop
2079,279_2023_0.tif,no_crop
2080,96_2023_0.tif,no_crop
2081,204_2022_11.tif,no_crop
2082,210_2022_11.tif,growing
2083,79_2022_7.tif,lush
2084,383_2023_1.tif,no_crop
2085,553_2022_8.tif,growing
2086,528_2022_7.tif,growing
2087,187_2022_8.tif,no_crop
2088,213_2022_11.tif,no_crop
2089,449_2022_11.tif,growing
2090,367_2022_6.tif,no_crop
2091,500_2022_9.tif,lush
2092,227_2022_9.tif,growing
2093,380_2022_9.tif,growing
2094,266_2022_6.tif,no_crop
2095,548_2023_1.tif,no_crop
2096,151_2023_2.tif,no_crop
2097,442_2023_0.tif,no_crop
2098,519_2022_9.tif,growing
2099,123_2022_4.tif,no_crop
2100,467_2023_2.tif,no_crop
2101,16_2022_4.tif,no_crop
2102,311_2023_2.tif,no_crop
2103,411_2022_4.tif,no_crop
2104,192_2022_6.tif,no_crop
2105,566_2022_7.tif,no_crop
2106,476_2023_1.tif,growing
2107,405_2022_11.tif,no_crop
2108,174_2022_7.tif,no_crop
2109,123_2022_6.tif,no_crop
2110,35_2023_1.tif,no_crop
2111,261_2022_9.tif,growing
2112,396_2023_0.tif,no_crop
2113,512_2023_0.tif,growing
2114,280_2022_4.tif,no_crop
2115,137_2022_10.tif,no_crop
2116,291_2023_2.tif,no_crop
2117,268_2022_7.tif,growing
2118,467_2022_5.tif,no_crop
2119,113_2022_5.tif,no_crop
2120,162_2022_9.tif,no_crop
2121,203_2023_2.tif,no_crop
2122,289_2023_3.tif,no_crop
2123,3_2023_0.tif,growing
2124,334_2022_7.tif,no_crop
2125,158_2022_6.tif,no_crop
2126,201_2023_0.tif,no_crop
2127,486_2023_0.tif,no_crop
2128,448_2022_10.tif,no_crop
2129,95_2023_3.tif,no_crop
2130,412_2023_0.tif,no_crop
2131,60_2023_1.tif,no_crop
2132,509_2022_6.tif,no_crop
2133,241_2022_10.tif,no_crop
2134,87_2022_6.tif,no_crop
2135,66_2022_7.tif,lush
2136,275_2022_10.tif,no_crop
2137,306_2022_5.tif,no_crop
2138,325_2022_10.tif,no_crop
2139,473_2023_3.tif,no_crop
2140,314_2022_7.tif,growing
2141,228_2022_6.tif,no_crop
2142,129_2022_10.tif,growing
2143,390_2022_8.tif,growing
2144,441_2023_3.tif,no_crop
2145,109_2022_10.tif,no_crop
2146,234_2022_4.tif,no_crop
2147,453_2022_4.tif,no_crop
2148,222_2022_5.tif,no_crop
2149,467_2022_10.tif,growing
2150,11_2022_8.tif,no_crop
2151,430_2023_1.tif,no_crop
2152,298_2023_1.tif,no_crop
2153,33_2022_5.tif,no_crop
2154,23_2022_4.tif,no_crop
2155,403_2023_2.tif,no_crop
2156,336_2022_7.tif,growing
2157,194_2023_0.tif,lush
2158,74_2023_1.tif,no_crop
2159,486_2022_7.tif,no_crop
2160,263_2022_10.tif,lush
2161,403_2022_4.tif,no_crop
2162,565_2022_4.tif,no_crop
2163,154_2022_10.tif,no_crop
2164,312_2022_8.tif,lush
2165,173_2023_3.tif,no_crop
2166,331_2023_3.tif,no_crop
2167,394_2022_7.tif,growing
2168,416_2022_4.tif,no_crop
2169,232_2023_3.tif,no_crop
2170,462_2022_8.tif,lush
2171,514_2022_11.tif,no_crop
2172,341_2022_6.tif,growing
2173,259_2022_10.tif,no_crop
2174,468_2023_3.tif,no_crop
2175,542_2023_1.tif,no_crop
2176,387_2022_10.tif,no_crop
2177,86_2022_9.tif,growing
2178,177_2023_2.tif,no_crop
2179,232_2022_5.tif,no_crop
2180,556_2022_10.tif,no_crop
2181,304_2022_7.tif,no_crop
2182,547_2022_6.tif,no_crop
2183,341_2023_1.tif,lush
2184,181_2022_7.tif,growing
2185,5_2022_4.tif,no_crop
2186,139_2023_1.tif,no_crop
2187,175_2022_10.tif,no_crop
2188,343_2022_4.tif,no_crop
2189,379_2022_7.tif,lush
2190,214_2022_7.tif,lush
2191,336_2022_6.tif,no_crop
2192,112_2022_8.tif,no_crop
2193,328_2023_3.tif,no_crop
2194,397_2022_11.tif,no_crop
2195,408_2023_0.tif,no_crop
2196,340_2022_11.tif,growing
2197,206_2023_2.tif,no_crop
2198,208_2022_8.tif,lush
2199,337_2023_0.tif,growing
2200,16_2022_7.tif,no_crop
2201,331_2022_6.tif,no_crop
2202,342_2022_5.tif,no_crop
2203,310_2022_4.tif,no_crop
2204,10_2022_5.tif,no_crop
2205,475_2023_1.tif,no_crop
2206,137_2022_4.tif,no_crop
2207,523_2023_1.tif,no_crop
2208,312_2023_3.tif,no_crop
2209,362_2022_10.tif,no_crop
2210,18_2022_5.tif,no_crop
2211,88_2022_6.tif,no_crop
2212,437_2022_5.tif,no_crop
2213,495_2023_2.tif,no_crop
2214,522_2022_5.tif,no_crop
2215,328_2023_0.tif,no_crop
2216,10_2023_2.tif,no_crop
2217,315_2022_6.tif,no_crop
2218,445_2022_10.tif,no_crop
2219,12_2023_0.tif,lush
2220,51_2022_11.tif,no_crop
2221,374_2022_11.tif,no_crop
2222,469_2022_5.tif,no_crop
2223,66_2022_8.tif,growing
2224,237_2023_2.tif,no_crop
2225,130_2022_4.tif,no_crop
2226,105_2022_9.tif,growing
2227,451_2022_7.tif,growing
2228,481_2022_4.tif,no_crop
2229,305_2023_3.tif,no_crop
2230,432_2022_5.tif,no_crop
2231,215_2022_4.tif,no_crop
2232,446_2022_9.tif,no_crop
2233,313_2022_9.tif,no_crop
2234,111_2022_5.tif,no_crop
2235,453_2022_6.tif,no_crop
2236,433_2022_5.tif,no_crop
2237,168_2022_9.tif,no_crop
2238,274_2022_6.tif,no_crop
2239,283_2022_10.tif,no_crop
2240,376_2022_5.tif,no_crop
2241,74_2022_6.tif,growing
2242,286_2022_7.tif,no_crop
2243,74_2022_9.tif,growing
2244,204_2023_2.tif,no_crop
2245,63_2022_10.tif,no_crop
2246,327_2022_7.tif,no_crop
2247,231_2022_9.tif,growing
2248,216_2022_4.tif,no_crop
2249,13_2023_0.tif,growing
2250,270_2023_1.tif,no_crop
2251,422_2022_4.tif,no_crop
2252,527_2023_0.tif,no_crop
2253,528_2022_5.tif,no_crop
2254,226_2022_10.tif,no_crop
2255,530_2023_0.tif,no_crop
2256,192_2023_0.tif,growing
2257,149_2022_10.tif,growing
2258,257_2022_4.tif,no_crop
2259,324_2022_11.tif,no_crop
2260,204_2022_7.tif,lush
2261,27_2022_10.tif,growing
2262,356_2022_4.tif,no_crop
2263,271_2022_7.tif,growing
2264,477_2022_7.tif,no_crop
2265,459_2023_3.tif,no_crop
2266,156_2022_7.tif,lush
2267,2_2022_4.tif,no_crop
2268,303_2022_8.tif,no_crop
2269,90_2022_10.tif,no_crop
2270,254_2022_11.tif,no_crop
2271,133_2023_0.tif,no_crop
2272,25_2022_7.tif,growing
2273,425_2022_4.tif,no_crop
2274,143_2023_0.tif,lush
2275,457_2022_9.tif,growing
2276,252_2022_9.tif,growing
2277,66_2022_9.tif,no_crop
2278,268_2023_1.tif,no_crop
2279,179_2023_0.tif,growing
2280,489_2023_1.tif,no_crop
2281,58_2022_8.tif,no_crop
2282,98_2022_6.tif,no_crop
2283,89_2022_7.tif,no_crop
2284,146_2023_3.tif,no_crop
2285,130_2023_1.tif,no_crop
2286,34_2022_5.tif,no_crop
2287,46_2023_2.tif,no_crop
2288,64_2023_0.tif,no_crop
2289,413_2023_2.tif,no_crop
2290,478_2022_6.tif,no_crop
2291,539_2022_7.tif,growing
2292,79_2023_1.tif,no_crop
2293,374_2022_9.tif,growing
2294,476_2022_10.tif,lush
2295,346_2023_3.tif,no_crop
2296,389_2023_2.tif,no_crop
2297,160_2022_11.tif,no_crop
2298,546_2022_11.tif,no_crop
2299,516_2023_2.tif,no_crop
2300,361_2022_5.tif,no_crop
2301,162_2023_3.tif,no_crop
2302,123_2022_7.tif,no_crop
2303,377_2022_7.tif,growing
2304,28_2022_10.tif,no_crop
2305,444_2022_10.tif,no_crop
2306,267_2022_11.tif,no_crop
2307,21_2023_3.tif,no_crop
2308,482_2022_5.tif,no_crop
2309,520_2023_3.tif,no_crop
2310,96_2022_9.tif,growing
2311,317_2023_1.tif,no_crop
2312,193_2023_1.tif,no_crop
2313,237_2023_0.tif,no_crop
2314,364_2022_4.tif,no_crop
2315,562_2023_2.tif,no_crop
2316,198_2022_5.tif,no_crop
2317,64_2022_10.tif,growing
2318,548_2022_11.tif,no_crop
2319,124_2023_1.tif,no_crop
2320,153_2022_6.tif,no_crop
2321,75_2023_0.tif,no_crop
2322,347_2022_6.tif,no_crop
2323,71_2023_2.tif,no_crop
2324,35_2023_3.tif,no_crop
2325,47_2022_8.tif,growing
2326,564_2022_10.tif,growing
2327,450_2022_5.tif,no_crop
2328,542_2022_11.tif,no_crop
2329,74_2022_5.tif,no_crop
2330,270_2023_3.tif,no_crop
2331,507_2022_11.tif,no_crop
2332,543_2022_5.tif,no_crop
2333,393_2022_8.tif,lush
2334,469_2022_9.tif,growing
2335,469_2023_3.tif,no_crop
2336,228_2022_8.tif,lush
2337,410_2022_7.tif,no_crop
2338,239_2022_6.tif,no_crop
2339,142_2022_8.tif,lush
2340,22_2022_4.tif,no_crop
2341,199_2023_1.tif,no_crop
2342,209_2022_4.tif,no_crop
2343,249_2022_4.tif,no_crop
2344,199_2022_4.tif,no_crop
2345,257_2022_9.tif,growing
2346,186_2023_1.tif,no_crop
2347,332_2022_10.tif,no_crop
2348,507_2023_3.tif,no_crop
2349,481_2022_8.tif,growing
2350,458_2022_9.tif,growing
2351,27_2022_9.tif,lush
2352,309_2022_10.tif,growing
2353,172_2023_3.tif,no_crop
2354,193_2023_0.tif,lush
2355,560_2022_6.tif,no_crop
2356,307_2022_8.tif,lush
2357,101_2022_4.tif,no_crop
2358,190_2023_2.tif,no_crop
2359,299_2023_1.tif,no_crop
2360,207_2023_0.tif,no_crop
2361,191_2022_7.tif,growing
2362,215_2023_0.tif,lush
2363,9_2023_2.tif,no_crop
2364,223_2022_9.tif,no_crop
2365,409_2022_6.tif,no_crop
2366,389_2022_4.tif,no_crop
2367,246_2023_3.tif,no_crop
2368,213_2023_3.tif,no_crop
2369,211_2022_9.tif,growing
2370,355_2023_3.tif,no_crop
2371,128_2022_9.tif,growing
2372,395_2022_10.tif,growing
2373,230_2023_2.tif,no_crop
2374,20_2022_4.tif,no_crop
2375,232_2022_9.tif,growing
2376,533_2023_0.tif,no_crop
2377,319_2023_3.tif,no_crop
2378,523_2022_10.tif,growing
2379,541_2022_11.tif,no_crop
2380,255_2022_11.tif,no_crop
2381,117_2023_1.tif,no_crop
2382,474_2022_6.tif,no_crop
2383,511_2023_0.tif,no_crop
2384,363_2022_11.tif,no_crop
2385,234_2023_0.tif,growing
2386,332_2022_9.tif,growing
2387,459_2022_9.tif,growing
2388,389_2023_0.tif,no_crop
2389,423_2022_5.tif,no_crop
2390,528_2022_6.tif,no_crop
2391,129_2022_7.tif,no_crop
2392,343_2022_11.tif,no_crop
2393,161_2023_3.tif,no_crop
2394,521_2023_0.tif,no_crop
2395,104_2022_7.tif,lush
2396,398_2022_10.tif,no_crop
2397,242_2023_1.tif,no_crop
2398,7_2022_8.tif,lush
2399,11_2022_11.tif,no_crop
2400,361_2022_9.tif,no_crop
2401,162_2022_5.tif,no_crop
2402,318_2022_5.tif,no_crop
2403,159_2022_5.tif,no_crop
2404,5_2022_7.tif,no_crop
2405,328_2022_9.tif,growing
2406,559_2022_5.tif,no_crop
2407,246_2022_7.tif,no_crop
2408,129_2023_1.tif,no_crop
2409,460_2022_9.tif,lush
2410,444_2023_0.tif,growing
2411,533_2022_5.tif,no_crop
2412,354_2022_11.tif,no_crop
2413,277_2023_3.tif,no_crop
2414,35_2022_5.tif,no_crop
2415,435_2023_0.tif,growing
2416,512_2022_7.tif,growing
2417,307_2022_11.tif,no_crop
2418,9_2023_0.tif,no_crop
2419,128_2022_4.tif,no_crop
2420,125_2023_1.tif,no_crop
2421,562_2022_11.tif,no_crop
2422,563_2022_9.tif,lush
2423,284_2023_1.tif,no_crop
2424,179_2022_5.tif,no_crop
2425,222_2022_9.tif,no_crop
2426,425_2022_11.tif,no_crop
2427,358_2023_2.tif,no_crop
2428,159_2022_11.tif,no_crop
2429,175_2022_9.tif,growing
2430,391_2022_10.tif,no_crop
2431,392_2023_0.tif,no_crop
2432,93_2022_10.tif,no_crop
2433,268_2022_9.tif,no_crop
2434,31_2022_7.tif,lush
2435,14_2022_11.tif,no_crop
2436,50_2023_2.tif,no_crop
2437,20_2023_2.tif,no_crop
2438,386_2022_10.tif,no_crop
2439,60_2022_9.tif,growing
2440,95_2022_4.tif,no_crop
2441,420_2023_0.tif,lush
2442,559_2023_2.tif,no_crop
2443,178_2023_0.tif,no_crop
2444,100_2022_7.tif,no_crop
2445,266_2023_0.tif,lush
2446,246_2022_10.tif,no_crop
2447,387_2022_8.tif,no_crop
2448,81_2022_5.tif,no_crop
2449,503_2023_1.tif,no_crop
2450,271_2022_11.tif,no_crop
2451,46_2022_7.tif,growing
2452,431_2022_5.tif,no_crop
2453,49_2022_6.tif,growing
2454,99_2022_8.tif,growing
2455,513_2022_7.tif,growing
2456,24_2022_7.tif,no_crop
2457,201_2022_7.tif,no_crop
2458,78_2023_2.tif,no_crop
2459,99_2022_5.tif,no_crop
2460,38_2023_1.tif,no_crop
2461,248_2023_0.tif,lush
2462,233_2022_4.tif,no_crop
2463,350_2022_8.tif,lush
2464,16_2022_9.tif,no_crop
2465,237_2023_3.tif,no_crop
2466,134_2023_1.tif,no_crop
2467,548_2022_6.tif,no_crop
2468,71_2023_1.tif,no_crop
2469,285_2022_7.tif,no_crop
2470,26_2022_11.tif,no_crop
2471,248_2022_8.tif,lush
2472,476_2022_6.tif,no_crop
2473,340_2023_1.tif,no_crop
2474,208_2022_5.tif,no_crop
2475,162_2022_6.tif,no_crop
2476,566_2022_11.tif,no_crop
